t,CPI_Food,COIN,Copper_ETF,Risk_Premium,SnP500_ETF,Spot_Oil,USD_Index,Unemp_Rate,Y10_Note,Yield_Curve
2017/04,251.227,101.6,2.5965,2.47826086956522,2384.19995117188,51.06,99.050003,4.4,2.3,1.85483870967742
2017/05,251.43,102,2.577,2.42173913043478,2411.80004882812,48.48,96.919998,4.4,2.3,1.76923076923077
2017/06,251.746,102.1,2.699,2.60730593607306,2423.40991210937,45.18,95.660004,4.3,2.19,1.63432835820896
2017/07,251.985,102.3,2.888,2.375,2470.30004882812,46.63,92.860001,4.3,2.32,1.69343065693431
2017/08,252.535,102.4,3.079,2.54751131221719,2471.64990234375,48.04,92.669998,4.4,2.21,1.64925373134328
2017/09,252.812,102.6,2.9375,2.51363636363636,2519.36010742188,49.82,93.080002,4.3,2.2,1.59420289855072
2017/10,253.526,103.1,3.092,2.35593220338983,2575.26000976562,51.58,94.550003,4.2,2.36,1.52258064516129
2017/11,253.816,103.4,3.037,2.45957446808511,2647.580078125,56.64,93.010002,4.2,2.35,1.38235294117647
2017/12,254.344,103.7,3.2785,2.43333333333333,2673.61010742187,57.88,92.120003,4.1,2.4,1.30434782608696
2018/01,255.204,103.4,3.184,2.24806201550388,2823.81005859375,63.7,89.129997,4,2.58,1.27093596059113
2018/02,255.711,103.7,3.1075,2.14335664335664,2713.830078125,62.23,90.610001,4.1,2.86,1.31192660550459
2018/03,256.271,103.9,3.019,2.21830985915493,2640.8701171875,62.73,89.970001,4,2.84,1.24561403508772
2018/04,256.63,104.2,3.0525,2.17770034843206,2648.05004882812,66.25,91.839996,4,2.87,1.20588235294118
2018/05,257.145,104.3,3.058,2.11744966442953,2705.27001953125,69.98,93.989998,3.8,2.98,1.18725099601594
2018/06,257.399,104.6,2.951,2.21305841924399,2718.3701171875,67.87,94.629997,4,2.91,1.1501976284585
2018/07,257.699,104.9,2.819,2.18339100346021,2816.2900390625,70.98,94.489998,3.8,2.89,1.10727969348659
2018/08,257.891,105.3,2.645,2.16262975778547,2901.52001953125,68.06,95.139999,3.8,2.89,1.09469696969697
2018/09,258.368,105.3,2.787,2.07666666666667,2913.97998046875,70.23,95.190002,3.7,3,1.08303249097473
2018/10,258.917,105.3,2.6635,2.16507936507937,2711.73999023437,70.75,97.129997,3.8,3.15,1.1013986013986
2018/11,259.439,105.5,2.7775,2.30448717948718,2760.169921875,56.96,97.269997,3.8,3.12,1.09090909090909
2018/12,260.063,105.9,2.628,2.78798586572438,2506.85009765625,49.52,96.169998,3.9,2.83,1.05597014925373
2019/01,260.766,105.9,2.789,2.53136531365314,2704.10009765625,51.38,95.580002,4,2.71,1.06692913385827
2019/02,261.186,106,2.95,2.42164179104478,2784.48999023438,54.95,96.160004,3.8,2.68,1.072
2019/03,261.567,106.1,2.936,2.47470817120623,2834.39990234375,58.15,97.279999,3.8,2.57,1.06639004149378
2019/04,261.997,105.8,2.9015,2.40316205533597,2945.830078125,63.86,97.480003,3.7,2.53,1.08119658119658
2019/05,262.217,106,2.646,2.75,2752.06005859375,60.83,97.75,3.6,2.4,1.08597285067873
2019/06,262.739,106.1,2.7055,2.85024154589372,2941.76000976563,54.66,96.129997,3.6,2.07,1.14364640883978
2019/07,263.28,106.1,2.658,2.83980582524272,2980.3798828125,57.35,98.519997,3.7,2.06,1.1195652173913
2019/08,263.877,106.6,2.533,3.42944785276074,2926.4599609375,54.81,98.919998,3.6,1.63,1.03821656050955
2019/09,264.388,106.6,2.5645,3.32352941176471,2976.73999023438,56.95,99.379997,3.5,1.7,1.03030303030303
2019/10,264.97,106.3,2.633,3.35087719298246,3037.56005859375,53.96,97.349998,3.6,1.71,1.10322580645161
2019/11,265.548,106.7,2.6409,3.14917127071823,3140.97998046875,57.03,98.269997,3.6,1.81,1.12422360248447
2019/12,266.02,106.5,2.7959,2.86559139784946,3230.78002929687,59.88,96.389999,3.6,1.86,1.15527950310559
2020/01,266.698,106.8,2.516,3.08522727272727,3225.52001953125,57.52,97.389999,3.6,1.76,1.15789473684211
2020/02,267.402,107.3,2.5423,4.04666666666667,2954.21997070313,50.54,98.129997,3.5,1.5,1.12781954887218
2020/03,267.068,104.6,2.2255,10.5747126436782,2584.59008789062,29.21,99.050003,4.4,0.87,1.93333333333333
2020/04,265.796,93.2,2.3525,12.1818181818182,2912.42993164062,16.55,99.019997,14.8,0.66,3
2020/05,265.461,96,2.4265,10.3283582089552,3044.31005859375,28.56,98.339996,13.2,0.67,3.94117647058824
2020/06,265.839,100,2.7125,9.32876712328767,3100.2900390625,38.31,97.389999,11,0.73,3.84210526315789
2020/07,267.373,101.8,2.8495,8.79032258064516,3271.1201171875,40.71,93.489998,10.2,0.62,4.13333333333333
2020/08,268.39,102.8,3.0285,8.27692307692308,3500.31005859375,42.34,92.139999,8.4,0.65,4.64285714285714
2020/09,268.9,103.4,3.017,8.48529411764706,3363,39.63,93.889999,7.8,0.68,5.23076923076923
2020/10,269.28,104.2,3.0525,7.32911392405063,3269.9599609375,39.4,94.040001,6.8,0.79,5.26666666666667
2020/11,269.967,104.2,3.438,5.50574712643678,3621.6298828125,40.94,91.870003,6.7,0.87,5.11764705882353
2020/12,270.34,104.5,3.519,4.66666666666667,3756.07006835937,47.02,89.940002,6.7,0.93,6.64285714285714
2021/01,270.422,105,3.556,4.08333333333333,3714.23999023437,52,90.580002,6.4,1.08,8.30769230769231
2021/02,270.813,104,4.0945,3.53968253968254,3811.14990234375,59.04,90.93,6.2,1.26,10.5
2021/03,271.461,105.5,4.003,2.74534161490683,3972.88989257812,62.33,93.230003,6.1,1.61,10.7333333333333
2021/04,273.665,105.7,4.479,2.60975609756098,4181.169921875,61.72,91.279999,6.1,1.64,10.25
2021/05,275.494,105.8,4.676,2.64814814814815,4204.10986328125,65.17,89.839996,5.8,1.62,10.125
2021/06,277.585,106.2,4.2965,2.63815789473684,4297.5,71.38,92.440002,5.9,1.52,7.6
2021/07,278.612,106.6,4.4805,3.12121212121212,4395.259765625,72.49,92.169998,5.4,1.32,6
2021/08,278.993,106.7,4.36,3.1796875,4522.68017578125,67.73,92.629997,5.1,1.28,5.81818181818182
2021/09,279.71,106.7,4.09,3.07299270072993,4307.5400390625,71.65,94.25,4.7,1.37,5.70833333333333
2021/10,281.623,107.4,4.368,2.75949367088608,4605.3798828125,81.48,94.120003,4.5,1.58,4.05128205128205
2021/11,283.393,107.8,4.278,3.08974358974359,4567,79.15,95.989998,4.1,1.56,3.05882352941176
2021/12,285.221,107.7,4.4635,2.95918367346939,4766.18017578125,71.71,95.669998,3.9,1.47,2.16176470588235
2022/01,286.811,108.1,4.3245,2.96590909090909,4515.5498046875,83.22,96.540001,4,1.76,1.79591836734694
2022/02,288.287,108.3,4.4445,2.84974093264249,4373.93994140625,91.64,96.709999,3.8,1.93,1.34027777777778
2022/03,289.041,108.2,4.751,2.71830985915493,4530.41015625,108.5,98.309998,3.6,2.13,1.1151832460733
2022/04,290.515,108.4,4.4035,2.48727272727273,4131.93017578125,101.78,102.959999,3.7,2.75,1.08267716535433
2022/05,292.072,108.3,4.296,2.41379310344828,4132.14990234375,109.55,101.75,3.6,2.9,1.10687022900763
2022/06,293.972,108.1,3.7125,2.82802547770701,3785.3798828125,114.84,104.690002,3.6,3.14,1.04666666666667
2022/07,295.055,108.7,3.584,2.60689655172414,4130.2900390625,101.62,105.900002,3.5,2.9,0.953947368421053
2022/08,296.569,109.1,3.519,2.87586206896552,3955,93.67,108.699997,3.6,2.9,0.892307692307692
2022/09,298.284,109.3,3.43,2.69886363636364,3585.6201171875,84.26,112.120003,3.5,3.52,0.911917098445596
2022/10,299.351,109.4,3.375,2.24120603015075,3871.97998046875,87.55,111.529999,3.6,3.98,0.908675799086758
2022/11,300.292,109.3,3.7385,2.17480719794344,4080.11010742188,84.37,105.949997,3.6,3.89,0.864444444444444
2022/12,301.423,109.3,3.81,2.45027624309392,3839.5,76.44,103.519997,3.5,3.62,0.843822843822844
2023/01,302.709,109.7,4.2285,2.27195467422096,4076.60009765625,78.12,102.099998,3.4,3.53,0.838479809976247
2023/02,304.124,109.7,4.0935,2.26933333333333,3970.14990234375,76.83,104.870003,3.6,3.75,0.827814569536424
2023/03,305.112,109.7,4.0876,2.27049180327869,4109.31005859375,73.28,102.510002,3.5,3.66,0.851162790697675
2023/04,306.539,109.8,3.87,2.36705202312139,4169.47998046875,79.45,101.669998,3.4,3.46,0.860696517412935
2023/05,307.646,110.1,3.637,2.42016806722689,4179.830078125,71.58,104.32,3.7,3.57,0.864406779661017
2023/06,308.245,110.5,3.7515,2.22666666666667,4450.3798828125,70.25,102.910004,3.6,3.75,0.808189655172414
2023/07,308.945,111,4.008,2.08717948717949,4588.9599609375,76.07,101.860001,3.5,3.9,0.807453416149068
2023/08,309.656,111.1,3.794,1.98321342925659,4507.66015625,81.39,103.620003,3.8,4.17,0.851020408163265
2023/09,310.644,111.3,3.7315,2.00913242009132,4288.0498046875,89.43,106.169998,3.8,4.38,0.872509960159363
2023/10,311.39,111.3,3.6415,1.95416666666667,4567.8,85.64,106.660004,3.8,4.8,0.946745562
2023/11,312.349,111.5,3.7229,1.84444444444444,4668.815,77.69,103.5,3.7,4.5,0.922131148
2023/12,313.209,111.7,3.828,1.83830845771144,4769.83,71.9,101.330002,3.7,4.02,0.901345291
2024/01,314.438,111.6,3.9068,1.86945812807882,4845.65,74.15,103.269997,3.7,4.06,0.939814814814815
2024/02,315.565,111.7,3.8348,1.82422802850356,5096.27,77.25,104.160004,3.9,4.21,0.927312775330397
2024/03,316.698,112,4.0142,1.7815,5248.49,81.28,104.35,3.8,4.21,0.9172
2024/04,317.622,112.3,4.5645,1.7599,5035.6899,85.35,106.22,3.9,4.54,0.9322
2024/05,318.14,112.4,4.4114,1.7433,5277.5098,80.12,104.67,4,4.48,0.9218
2024/06,318.346,112.6,4.3915,1.7796,5460.48,79.77,105.87,4.1,4.31,0.9093
2024/07,318.872,112.5,4.1765,1.7176,5522.2998,81.8,104.1,4.3,4.25,0.9444
2024/08,319.768,112.7,4.145,1.8088,5648.3999,76.68,101.7,4.2,3.87,0.9748
2024/09,320.767,112.9,4.496,1.7903,5762.48,70.24,100.78,4.1,3.72,1.0276
2024/10,321.666,112.8,4.3135,1.722,5705.4502,71.99,103.98,4.1,4.1,1.0327
2024/11,322.657,113,4.0805,1.578,6032.3799,69.95,105.74,4.2,4.36,1.0235
2024/12,323.383,114.1,3.986,1.6629,5881.6299,70.12,108.49,4.1,4.39,1.0378
